512,0.01,30,64,2,0,0,0.0030858503758079475
512,0.01,30,32,4,0,0,0.0031896685767504904
512,0.01,30,64,4,0,0,0.030143526279264025
512,0.01,30,32,4,0,0,0.003078495617955923
512,0.01,30,64,2,0,0,0.00320867614613639
512,0.01,30,64,4,0,0,0.034273332398798734
512,0.01,30,32,4,0,0,0.003066508306397332
512,0.01,30,64,2,0,0,0.003115227342479759
512,0.01,30,64,3,0,0,0.003171672216720051
512,0.01,30,32,2,0,0,0.0031732644161416423
512,0.01,30,32,3,0,0,0.0032034817720866865
512,0.01,30,64,4,0,0,0.003308050903595156
512,0.01,30,32,3,0,0,0.0031715946841157144
512,0.01,30,16,2,0,0,0.0031720140897151497
512,0.01,30,32,2,0,0,0.003188585164025426
512,0.01,30,32,1,0,0,0.0031904184466434848
512,0.01,30,16,3,0,0,0.0031983491757677663
512,0.01,30,16,1,0,0,0.0032350427678061854
