512,0.01,40,30,1,0.2,1e-08,0.004259320351411589
512,0.01,40,30,1,0.2,1e-07,0.004317789891501889
512,0.01,40,30,1,0.2,1e-09,0.0048532933637034145
512,0.01,40,30,1,0.2,1e-06,0.0066452949395170435
512,0.01,40,30,1,0.5,1e-08,0.0047765405848622326
512,0.01,40,30,1,0.2,1e-08,0.004993603084585629
512,0.01,40,30,1,0.0,1e-08,0.0050002058153040705
512,0.01,40,30,1,0.3,1e-08,0.0053845079528400674
512,0.01,40,30,1,0.4,1e-08,0.005456592977861874
512,0.01,40,30,1,0.1,1e-08,0.005608632077928633
512,0.01,40,30,2,0.5,1e-08,0.004576167513732798
512,0.01,40,40,2,0.5,1e-08,0.004913257714360952
512,0.01,40,40,3,0.5,1e-08,0.00683882569137495
512,0.01,40,50,2,0.5,1e-08,0.008167900872649625
512,0.01,40,30,3,0.5,1e-08,0.008243664880865254
512,0.01,40,50,3,0.5,1e-08,0.010417726752348245
512,0.01,40,30,2,0.5,1e-08,0.004576167513732798
512,0.01,40,40,2,0.5,1e-08,0.004913257714360952
512,0.01,40,40,3,0.5,1e-08,0.00683882569137495
512,0.01,40,50,2,0.5,1e-08,0.008167900872649625
512,0.01,40,30,3,0.5,1e-08,0.008243664880865254
512,0.01,40,50,3,0.5,1e-08,0.010417726752348245
