256,0.1,40,64,1,0.5,8,0.03310047674458474
256,0.05,40,128,2,0.2,2,0.033140024403110147
256,0.01,40,256,3,0.4,2,0.033246637950651345
256,0.05,40,64,2,0.5,8,0.033285008370876314
512,0.1,40,64,1,0.2,8,0.03329336429014802
512,0.05,40,128,1,0.2,2,0.03331358558498323
512,0.1,40,64,2,0.5,8,0.03377882787026465
512,0.01,40,128,3,0.5,8,0.03378307004459202
512,0.05,40,128,2,0.2,8,0.0339759080670774
256,0.1,40,128,3,0.5,4,0.03641718542203307
256,0.01,20,64,2,0,4,0.001765321780112572
256,0.01,20,32,3,0,4,0.0017765874436008744
256,0.01,20,64,3,0,4,0.03436473594047129
256,0.01,20,64,3,0,8,0.03444138285703957
256,0.01,20,64,2,0,4,0.001765321780112572
256,0.01,20,32,3,0,4,0.0017765874436008744
256,0.01,20,64,3,0,4,0.03436473594047129
256,0.01,20,64,3,0,8,0.03444138285703957
256,0.001,40,96,3,0.5,8,0.0020607217447832227
256,0.001,40,64,3,0.5,8,0.0021028100891271606
256,0.01,40,32,2,0.5,4,0.0021520109003176913
256,0.001,40,96,2,0.5,8,0.0021809117461089045
256,0.001,40,32,2,0.5,4,0.0025655865611042827
256,0.001,40,64,2,0.5,4,0.0026119295944226906
256,0.001,40,32,2,0.5,8,0.003784448534133844
256,0.001,40,64,3,0.5,4,0.003925230193999596
256,0.005,40,64,3,0.5,4,0.004979695309884846
256,0.005,40,64,2,0.5,8,0.0050836414156947285
256,0.01,40,32,2,0.5,8,0.006543499766848981
256,0.005,40,32,2,0.5,8,0.007178195897722617
256,0.005,40,96,2,0.5,8,0.030186990508809686
256,0.005,40,96,3,0.5,4,0.034122279146686196
256,0.01,40,64,2,0.5,8,0.03436846169643104
256,0.005,40,96,3,0.5,8,0.03437032061628997
256,0.01,40,96,2,0.5,4,0.03440223797224462
256,0.01,40,64,3,0.5,8,0.03445272892713547
